form,ingr,month,revenue
Softgels,Protein,jun,0.032648
Tablets,Protein,jun,0.0
Capsules,Protein,jun,0.003608
Powder,Protein,jun,3.467758
Other,Protein,jun,0.0
Gummy,Nitric Oxide,jun,0.0
Softgels,Nitric Oxide,jun,0.0
Tablets,Nitric Oxide,jun,0.254551
Capsules,Nitric Oxide,jun,0.491044
Powder,Nitric Oxide,jun,1.261669
Other,Nitric Oxide,jun,0.003193
Gummy,Olive Leaf,jun,0.0
Softgels,Olive Leaf,jun,0.824702
Tablets,Olive Leaf,jun,0.002449
Capsules,Olive Leaf,jun,1.42926
Powder,Olive Leaf,jun,0.012121
Other,Olive Leaf,jun,0.009492
Gummy,Tart Cherry,jun,0.133655
Softgels,Tart Cherry,jun,0.0
Tablets,Tart Cherry,jun,0.300422
Capsules,Tart Cherry,jun,0.469753
Powder,Tart Cherry,jun,0.003146
Other,Tart Cherry,jun,0.021244
Gummy,Neem,jun,0.0
Softgels,Neem,jun,0.0
Tablets,Neem,jun,0.021563
Capsules,Neem,jun,0.130743
Powder,Neem,jun,0.107821
Other,Neem,jun,0.078624
Gummy,Pycnogenol,jun,0.0
Softgels,Pycnogenol,jun,0.0
Tablets,Pycnogenol,jun,0.00626
Capsules,Pycnogenol,jun,0.36270244
Powder,Pycnogenol,jun,0.001781
Other,Pycnogenol,jun,0.0
Gummy,Vitamin K,jun,0.344726
Softgels,Vitamin K,jun,0.535877
Tablets,Vitamin K,jun,1.234047
Capsules,Vitamin K,jun,2.93995
Powder,Vitamin K,jun,0.034948
Other,Vitamin K,jun,0.012406
Gummy,Sea_Moss,jul,0.139256
Softgels,Sea_Moss,jul,0.066786
Tablets,Sea_Moss,jul,0.551322
Capsules,Sea_Moss,jul,1.140425
Powder,Sea_Moss,jul,0.482044
Other,Sea_Moss,jul,0.032428
Gummy,ACV,jul,3.648117
Softgels,ACV,jul,0.0
Tablets,ACV,jul,0.076916
Capsules,ACV,jul,3.148567
Powder,ACV,jul,0.166348
Other,ACV,jul,0.0
Gummy,Copper,jul,0.002638
Softgels,Copper,jul,0.157942
Tablets,Copper,jul,1.246254
Capsules,Copper,jul,1.309691
Powder,Copper,jul,0.011998
Other,Copper,jul,0.0
Gummy,Manganese,jul,0.0
Softgels,Manganese,jul,0.0
Tablets,Manganese,jul,0.9575077571428572
Capsules,Manganese,jul,0.90783
Powder,Manganese,jul,0.163718
Other,Manganese,jul,0.014699
Gummy,Potassium,jul,0.210316
Softgels,Potassium,jul,0.064085
Tablets,Potassium,jul,0.986796
Capsules,Potassium,jul,1.695089
Powder,Potassium,jul,2.5570126828571427
Other,Potassium,jul,0.063393
Gummy,Melatonin,jul,0.399443
Softgels,Melatonin,jul,0.0
Tablets,Melatonin,jul,0.45445
Capsules,Melatonin,jul,0.917504
Powder,Melatonin,jul,0.002063
Other,Melatonin,jul,0.0
Gummy,Ashwagandha,jul,1.310132
Softgels,Ashwagandha,jul,0.163296
Tablets,Ashwagandha,jul,0.264228
Capsules,Ashwagandha,jul,5.836574
Powder,Ashwagandha,jul,2.037371
Other,Ashwagandha,jul,0.036639
Gummy,Collagen,jul,1.012697
Softgels,Collagen,jul,0.170762
Tablets,Collagen,jul,1.549552
Capsules,Collagen,jul,6.173579
Powder,Collagen,jul,15.44979
Other,Collagen,jul,0.051708
Gummy,Red Weed,jul,0.049613
Softgels,Red Weed,jul,0.0
Tablets,Red Weed,jul,0.0
Capsules,Red Weed,jul,0.183338
Powder,Red Weed,jul,0.220505
Other,Red Weed,jul,0.012072
Gummy,Greens,jul,0.122058
Softgels,Greens,jul,1.1776631142857141
Tablets,Greens,jul,2.123277
Capsules,Greens,jul,5.493496
Powder,Greens,jul,6.50979506
Other,Greens,jul,0.151752
Gummy,Greens_Broccoli,jul,0.087438
Softgels,Greens_Broccoli,jul,0.0
Tablets,Greens_Broccoli,jul,0.564854
Capsules,Greens_Broccoli,jul,0.66547
Powder,Greens_Broccoli,jul,0.221342
Other,Greens_Broccoli,jul,0.0
Gummy,Greens_Barley,jul,0.0
Softgels,Greens_Barley,jul,0.0
Tablets,Greens_Barley,jul,0.5388
Capsules,Greens_Barley,jul,0.009357
Powder,Greens_Barley,jul,0.601286
Other,Greens_Barley,jul,0.0
Gummy,Greens_Collard,jul,0.0
Softgels,Greens_Collard,jul,0.0
Tablets,Greens_Collard,jul,0.0
Capsules,Greens_Collard,jul,0.0
Powder,Greens_Collard,jul,0.0
Other,Greens_Collard,jul,0.0
Gummy,Greens_Chlorella,jul,0.0
Softgels,Greens_Chlorella,jul,0.099955
Tablets,Greens_Chlorella,jul,1.082899
Capsules,Greens_Chlorella,jul,0.575097
Powder,Greens_Chlorella,jul,2.127663
Other,Greens_Chlorella,jul,0.0
Gummy,Greens_Spirulina,jul,0.0
Softgels,Greens_Spirulina,jul,0.0
Tablets,Greens_Spirulina,jul,1.168717
Capsules,Greens_Spirulina,jul,0.73454
Powder,Greens_Spirulina,jul,3.41554306
Other,Greens_Spirulina,jul,0.0
Gummy,Greens_Spinach,jul,0.086164
Softgels,Greens_Spinach,jul,0.0
Tablets,Greens_Spinach,jul,0.578441
Capsules,Greens_Spinach,jul,1.059381
Powder,Greens_Spinach,jul,0.228859
Other,Greens_Spinach,jul,0.096192
Gummy,Greens_Kale,jul,0.0
Softgels,Greens_Kale,jul,0.0
Tablets,Greens_Kale,jul,0.009689
Capsules,Greens_Kale,jul,1.067299
Powder,Greens_Kale,jul,0.326811
Other,Greens_Kale,jul,0.008762
Gummy,Greens_Wheatgrass,jul,0.0
Softgels,Greens_Wheatgrass,jul,0.0
Tablets,Greens_Wheatgrass,jul,0.269436
Capsules,Greens_Wheatgrass,jul,0.067336
Powder,Greens_Wheatgrass,jul,1.048832
Other,Greens_Wheatgrass,jul,0.0
Gummy,Greens_alfa,jul,0.0
Softgels,Greens_alfa,jul,0.0
Tablets,Greens_alfa,jul,0.697153
Capsules,Greens_alfa,jul,0.603212
Powder,Greens_alfa,jul,0.090549
Other,Greens_alfa,jul,0.003089
Gummy,Greens_Chlorophyll,jul,0.0
Softgels,Greens_Chlorophyll,jul,0.0
Tablets,Greens_Chlorophyll,jul,0.0
Capsules,Greens_Chlorophyll,jul,0.0
Powder,Greens_Chlorophyll,jul,0.0
Other,Greens_Chlorophyll,jul,0.0
Gummy,Artichoke,jul,0.0
Softgels,Artichoke,jul,0.008419
Tablets,Artichoke,jul,0.038128
Capsules,Artichoke,jul,1.8132751971428571
Powder,Artichoke,jul,0.123971
Other,Artichoke,jul,0.001593
Gummy,Brown Weed,jul,0.0
Softgels,Brown Weed,jul,0.099955
Tablets,Brown Weed,jul,0.602222
Capsules,Brown Weed,jul,0.743261
Powder,Brown Weed,jul,0.223922
Other,Brown Weed,jul,0.100219
Gummy,Omega3,jul,5.478309
Softgels,Omega3,jul,17.763812225000002
Tablets,Omega3,jul,0.557916
Capsules,Omega3,jul,4.95586534
Powder,Omega3,jul,0.260024
Other,Omega3,jul,0.091373
Gummy,Hemp,jul,1.110453
Softgels,Hemp,jul,0.025484
Tablets,Hemp,jul,0.013385
Capsules,Hemp,jul,0.117649
Powder,Hemp,jul,0.022826
Other,Hemp,jul,0.032882
Gummy,Resveratrol,jul,0.0
Softgels,Resveratrol,jul,0.062297
Tablets,Resveratrol,jul,0.548296
Capsules,Resveratrol,jul,2.238662237142857
Powder,Resveratrol,jul,0.315712
Other,Resveratrol,jul,0.021625
Gummy,Black_cohosh,jul,0.0
Softgels,Black_cohosh,jul,0.0
Tablets,Black_cohosh,jul,0.002802
Capsules,Black_cohosh,jul,0.415043
Powder,Black_cohosh,jul,0.0
Other,Black_cohosh,jul,0.0
Gummy,Mushrooms,jul,0.0
Softgels,Mushrooms,jul,0.0111
Tablets,Mushrooms,jul,0.862864
Capsules,Mushrooms,jul,3.748936
Powder,Mushrooms,jul,1.386314
Other,Mushrooms,jul,0.032716
Gummy,Superfruits,jul,4.684444
Softgels,Superfruits,jul,0.006092
Tablets,Superfruits,jul,0.10095
Capsules,Superfruits,jul,2.249742
Powder,Superfruits,jul,0.353318
Other,Superfruits,jul,0.014163
Gummy,B9,jul,5.085151
Softgels,B9,jul,0.608094
Tablets,B9,jul,5.048278
Capsules,B9,jul,9.722252
Powder,B9,jul,0.15774
Other,B9,jul,0.049542
Gummy,B7,jul,5.5177191500000005
Softgels,B7,jul,1.0439697028571429
Tablets,B7,jul,2.632188757142857
Capsules,B7,jul,5.290034
Powder,B7,jul,0.465266
Other,B7,jul,0.033174
Gummy,B12,jul,10.210705
Softgels,B12,jul,0.690922
Tablets,B12,jul,5.923213
Capsules,B12,jul,9.710767
Powder,B12,jul,0.448132
Other,B12,jul,0.17804251000000001
Gummy,B5,jul,0.476525
Softgels,B5,jul,0.324499
Tablets,B5,jul,1.619021
Capsules,B5,jul,2.6205627714285717
Powder,B5,jul,0.0
Other,B5,jul,0.029395
Gummy,B6,jul,3.57501
Softgels,B6,jul,0.022187
Tablets,B6,jul,2.013863
Capsules,B6,jul,6.522647
Powder,B6,jul,0.131634
Other,B6,jul,0.147712
Gummy,B3,jul,0.236141
Softgels,B3,jul,0.115416
Tablets,B3,jul,1.643895
Capsules,B3,jul,5.365902
Powder,B3,jul,0.771481
Other,B3,jul,0.050943
Gummy,B2,jul,0.129045
Softgels,B2,jul,0.121837
Tablets,B2,jul,2.164796
Capsules,B2,jul,3.163942
Powder,B2,jul,0.001801
Other,B2,jul,0.146964
Gummy,B8,jul,0.355553
Softgels,B8,jul,0.0
Tablets,B8,jul,1.15019
Capsules,B8,jul,2.00243
Powder,B8,jul,0.723011
Other,B8,jul,0.0
Gummy,Phosphatidylserine,jul,0.642109
Softgels,Phosphatidylserine,jul,1.777873
Tablets,Phosphatidylserine,jul,0.0
Capsules,Phosphatidylserine,jul,2.335122
Powder,Phosphatidylserine,jul,0.011717
Other,Phosphatidylserine,jul,0.0
Gummy,Gaba,jul,0.018055
Softgels,Gaba,jul,0.141109
Tablets,Gaba,jul,0.04843
Capsules,Gaba,jul,0.25747
Powder,Gaba,jul,0.002063
Other,Gaba,jul,0.014344
Gummy,Black Pepper,jul,0.284915
Softgels,Black Pepper,jul,0.441061
Tablets,Black Pepper,jul,0.432575
Capsules,Black Pepper,jul,7.243927
Powder,Black Pepper,jul,1.761721
Other,Black Pepper,jul,0.005437
Gummy,Fenugreek,jul,0.0
Softgels,Fenugreek,jul,0.0
Tablets,Fenugreek,jul,0.0
Capsules,Fenugreek,jul,0.311906
Powder,Fenugreek,jul,0.018588
Other,Fenugreek,jul,0.0
Gummy,Cinnamon,jul,0.013932
Softgels,Cinnamon,jul,0.028583
Tablets,Cinnamon,jul,0.10359075714285715
Capsules,Cinnamon,jul,1.756955
Powder,Cinnamon,jul,0.322912
Other,Cinnamon,jul,0.024037
Gummy,Garlic,jul,0.0
Softgels,Garlic,jul,0.405241
Tablets,Garlic,jul,0.33475
Capsules,Garlic,jul,2.072433
Powder,Garlic,jul,0.000939
Other,Garlic,jul,0.0
Gummy,Turmeric|Curcumin,jul,0.879982
Softgels,Turmeric|Curcumin,jul,1.197181
Tablets,Turmeric|Curcumin,jul,1.8473218599999999
Capsules,Turmeric|Curcumin,jul,13.735063
Powder,Turmeric|Curcumin,jul,0.81578
Other,Turmeric|Curcumin,jul,0.025789
Gummy,Elderberry,jul,4.492797
Softgels,Elderberry,jul,0.006092
Tablets,Elderberry,jul,0.10095
Capsules,Elderberry,jul,1.89116
Powder,Elderberry,jul,0.205041
Other,Elderberry,jul,0.0
Gummy,Echinacea,jul,0.871841
Softgels,Echinacea,jul,0.025026
Tablets,Echinacea,jul,0.662157
Capsules,Echinacea,jul,0.8895359
Powder,Echinacea,jul,0.12001
Other,Echinacea,jul,0.010135
Gummy,Milk_Thistle,jul,0.0
Softgels,Milk_Thistle,jul,0.14216
Tablets,Milk_Thistle,jul,0.059864
Capsules,Milk_Thistle,jul,4.406512
Powder,Milk_Thistle,jul,0.411808
Other,Milk_Thistle,jul,0.009524
Gummy,Omega6,jul,0.054606
Softgels,Omega6,jul,0.980136
Tablets,Omega6,jul,0.189495
Capsules,Omega6,jul,3.579821
Powder,Omega6,jul,0.70925149625
Other,Omega6,jul,0.082757
Gummy,Magnesium,jul,1.540058
Softgels,Magnesium,jul,0.641184
Tablets,Magnesium,jul,6.554047757142857
Capsules,Magnesium,jul,18.2047822
Powder,Magnesium,jul,2.57799438
Other,Magnesium,jul,0.053703
Gummy,Zinc,jul,9.91018515
Softgels,Zinc,jul,2.19469
Tablets,Zinc,jul,5.821791757142857
Capsules,Zinc,jul,11.4635
Powder,Zinc,jul,1.238887
Other,Zinc,jul,0.044865
Gummy,Selenium,jul,0.475071
Softgels,Selenium,jul,0.023748
Tablets,Selenium,jul,1.6882077166666667
Capsules,Selenium,jul,2.201887
Powder,Selenium,jul,0.008159
Other,Selenium,jul,0.031164
Gummy,L-Theanine,jul,0.053657
Softgels,L-Theanine,jul,0.160201
Tablets,L-Theanine,jul,0.026022
Capsules,L-Theanine,jul,3.835946
Powder,L-Theanine,jul,0.119162
Other,L-Theanine,jul,0.044644
Gummy,COQ10,jul,1.566318
Softgels,COQ10,jul,4.534186
Tablets,COQ10,jul,0.774525
Capsules,COQ10,jul,2.821177
Powder,COQ10,jul,0.0
Other,COQ10,jul,0.04158
Gummy,BHB_rasp_ketones,jul,0.003693
Softgels,BHB_rasp_ketones,jul,0.103823
Tablets,BHB_rasp_ketones,jul,0.016001
Capsules,BHB_rasp_ketones,jul,1.665437
Powder,BHB_rasp_ketones,jul,1.092204
Other,BHB_rasp_ketones,jul,0.315191
Gummy,MCT,jul,0.018591
Softgels,MCT,jul,0.389796
Tablets,MCT,jul,0.0
Capsules,MCT,jul,0.727433
Powder,MCT,jul,2.251563
Other,MCT,jul,0.0
Gummy,Green_coffee,jul,0.003693
Softgels,Green_coffee,jul,0.0
Tablets,Green_coffee,jul,0.0
Capsules,Green_coffee,jul,0.695749
Powder,Green_coffee,jul,2.015155
Other,Green_coffee,jul,0.0
Gummy,Green_tea,jul,0.001691
Softgels,Green_tea,jul,0.02874
Tablets,Green_tea,jul,0.197408
Capsules,Green_tea,jul,4.64049193625
Powder,Green_tea,jul,2.106492
Other,Green_tea,jul,0.021621
Gummy,Garcinia_cambogia,jul,0.003693
Softgels,Garcinia_cambogia,jul,0.007102
Tablets,Garcinia_cambogia,jul,0.225796
Capsules,Garcinia_cambogia,jul,0.423242
Powder,Garcinia_cambogia,jul,0.063254
Other,Garcinia_cambogia,jul,0.0
Gummy,L-Carnitine,jul,0.0
Softgels,L-Carnitine,jul,0.071896
Tablets,L-Carnitine,jul,0.176117
Capsules,L-Carnitine,jul,2.1081799299999995
Powder,L-Carnitine,jul,0.764696
Other,L-Carnitine,jul,0.013429
Gummy,Kava,jul,0.0
Softgels,Kava,jul,0.0
Tablets,Kava,jul,0.0
Capsules,Kava,jul,0.177028
Powder,Kava,jul,0.164993
Other,Kava,jul,0.036354
Gummy,Lutein,jul,0.05442
Softgels,Lutein,jul,3.636294
Tablets,Lutein,jul,0.978929
Capsules,Lutein,jul,1.723912
Powder,Lutein,jul,0.011998
Other,Lutein,jul,0.014699
Gummy,Saw_Palmetto,jul,0.0
Softgels,Saw_Palmetto,jul,0.38527
Tablets,Saw_Palmetto,jul,0.5749447166666667
Capsules,Saw_Palmetto,jul,1.980079
Powder,Saw_Palmetto,jul,0.087656
Other,Saw_Palmetto,jul,0.021726
Gummy,Berberine,jul,0.0
Softgels,Berberine,jul,0.0
Tablets,Berberine,jul,0.030423
Capsules,Berberine,jul,0.985952
Powder,Berberine,jul,0.0
Other,Berberine,jul,0.0
Gummy,Ginkgo_Biloba,jul,0.0
Softgels,Ginkgo_Biloba,jul,0.022813
Tablets,Ginkgo_Biloba,jul,0.587506
Capsules,Ginkgo_Biloba,jul,1.5716405
Powder,Ginkgo_Biloba,jul,0.166007
Other,Ginkgo_Biloba,jul,0.01179751
Gummy,Enzymes,jul,0.047675
Softgels,Enzymes,jul,0.015096
Tablets,Enzymes,jul,2.28432339
Capsules,Enzymes,jul,10.838131310000001
Powder,Enzymes,jul,2.287438
Other,Enzymes,jul,0.037053
Gummy,L-arginine,jul,0.0
Softgels,L-arginine,jul,0.0
Tablets,L-arginine,jul,0.547803
Capsules,L-arginine,jul,0.900305
Powder,L-arginine,jul,1.470046
Other,L-arginine,jul,0.031723
Gummy,L-Glutamine,jul,0.0
Softgels,L-Glutamine,jul,0.0
Tablets,L-Glutamine,jul,0.274811
Capsules,L-Glutamine,jul,0.560082
Powder,L-Glutamine,jul,1.54497054
Other,L-Glutamine,jul,0.006478
Gummy,L-Lysine,jul,0.096254
Softgels,L-Lysine,jul,0.0
Tablets,L-Lysine,jul,0.819346
Capsules,L-Lysine,jul,0.514047
Powder,L-Lysine,jul,0.119744
Other,L-Lysine,jul,0.010495
Gummy,Creatine,jul,0.0
Softgels,Creatine,jul,0.0
Tablets,Creatine,jul,0.216634
Capsules,Creatine,jul,1.2345532
Powder,Creatine,jul,4.678907467250001
Other,Creatine,jul,0.081865
Gummy,Cayenne,jul,0.0
Softgels,Cayenne,jul,0.0
Tablets,Cayenne,jul,0.00201
Capsules,Cayenne,jul,1.244649
Powder,Cayenne,jul,0.358208
Other,Cayenne,jul,0.00497
Gummy,Citrulline,jul,0.0
Softgels,Citrulline,jul,0.0
Tablets,Citrulline,jul,0.017585
Capsules,Citrulline,jul,0.363914
Powder,Citrulline,jul,1.352847
Other,Citrulline,jul,0.0
Gummy,VitaminD,jul,9.67397
Softgels,VitaminD,jul,6.622739
Tablets,VitaminD,jul,6.314464
Capsules,VitaminD,jul,13.075531
Powder,VitaminD,jul,0.145862
Other,VitaminD,jul,0.059983510000000004
Gummy,Iron,jul,0.35722815
Softgels,Iron,jul,0.604528
Tablets,Iron,jul,3.820044
Capsules,Iron,jul,7.575483556666667
Powder,Iron,jul,0.005065
Other,Iron,jul,0.135212
Gummy,Iodine,jul,0.399148
Softgels,Iodine,jul,0.255328
Tablets,Iodine,jul,1.195667
Capsules,Iodine,jul,1.752407
Powder,Iodine,jul,0.003417
Other,Iodine,jul,0.056245
Gummy,StJohns_Wort,jul,0.0
Softgels,StJohns_Wort,jul,0.0
Tablets,StJohns_Wort,jul,0.0
Capsules,StJohns_Wort,jul,0.488836
Powder,StJohns_Wort,jul,0.0
Other,StJohns_Wort,jul,0.011381
Gummy,Calcium,jul,1.397424
Softgels,Calcium,jul,1.167279
Tablets,Calcium,jul,5.662298
Capsules,Calcium,jul,7.734558
Powder,Calcium,jul,1.522868
Other,Calcium,jul,0.040347
Gummy,Caffeine,jul,0.0
Softgels,Caffeine,jul,0.018287
Tablets,Caffeine,jul,0.871358
Capsules,Caffeine,jul,2.83810493625
Powder,Caffeine,jul,1.686848
Other,Caffeine,jul,0.0
Gummy,Horny Goat,jul,0.0
Softgels,Horny Goat,jul,0.0
Tablets,Horny Goat,jul,0.0
Capsules,Horny Goat,jul,0.76348
Powder,Horny Goat,jul,0.251715
Other,Horny Goat,jul,0.020356
Gummy,Charcoal,jul,0.0
Softgels,Charcoal,jul,0.0
Tablets,Charcoal,jul,0.006803
Capsules,Charcoal,jul,0.673296
Powder,Charcoal,jul,0.034232
Other,Charcoal,jul,0.0
Gummy,5HTP,jul,0.035602
Softgels,5HTP,jul,0.012955
Tablets,5HTP,jul,0.228093
Capsules,5HTP,jul,1.902341
Powder,5HTP,jul,0.002063
Other,5HTP,jul,0.014344
Gummy,Valerian,jul,0.399443
Softgels,Valerian,jul,0.0
Tablets,Valerian,jul,0.113293
Capsules,Valerian,jul,0.789159
Powder,Valerian,jul,0.008806
Other,Valerian,jul,0.025949
Gummy,Lavender,jul,0.351319
Softgels,Lavender,jul,0.0
Tablets,Lavender,jul,0.117671
Capsules,Lavender,jul,0.004317
Powder,Lavender,jul,0.0
Other,Lavender,jul,0.002478
Gummy,Ginger,jul,0.569175
Softgels,Ginger,jul,0.097142
Tablets,Ginger,jul,0.801512
Capsules,Ginger,jul,5.359625
Powder,Ginger,jul,0.836801
Other,Ginger,jul,0.01492
Gummy,Ginseng,jul,0.0
Softgels,Ginseng,jul,0.036684
Tablets,Ginseng,jul,0.687502
Capsules,Ginseng,jul,2.634123
Powder,Ginseng,jul,0.681631
Other,Ginseng,jul,0.0789
Gummy,Chamomile,jul,0.383755
Softgels,Chamomile,jul,0.0
Tablets,Chamomile,jul,0.104023
Capsules,Chamomile,jul,0.4912565786666667
Powder,Chamomile,jul,0.015122
Other,Chamomile,jul,0.002991
Gummy,Quercetin,jul,0.0
Softgels,Quercetin,jul,0.0
Tablets,Quercetin,jul,0.176295
Capsules,Quercetin,jul,4.0468366
Powder,Quercetin,jul,0.305754
Other,Quercetin,jul,0.014898
Gummy,Bromelain,jul,0.0
Softgels,Bromelain,jul,0.0
Tablets,Bromelain,jul,0.707345
Capsules,Bromelain,jul,3.11883235
Powder,Bromelain,jul,0.01463
Other,Bromelain,jul,0.006236
Gummy,VitaminC,jul,13.426934150000001
Softgels,VitaminC,jul,3.164686
Tablets,VitaminC,jul,8.268558757142857
Capsules,VitaminC,jul,21.6523846
Powder,VitaminC,jul,5.232913
Other,VitaminC,jul,0.2096
Gummy,VitaminA,jul,2.285567
Softgels,VitaminA,jul,0.391776
Tablets,VitaminA,jul,1.614556
Capsules,VitaminA,jul,2.6909904900000003
Powder,VitaminA,jul,0.175779
Other,VitaminA,jul,0.029784
Gummy,B1,jul,0.042881
Softgels,B1,jul,0.0
Tablets,B1,jul,0.817911
Capsules,B1,jul,2.238929
Powder,B1,jul,0.003667
Other,B1,jul,0.140286
Gummy,VitaminE,jul,2.725203
Softgels,VitaminE,jul,4.970778
Tablets,VitaminE,jul,2.688031
Capsules,VitaminE,jul,7.042976
Powder,VitaminE,jul,0.015208
Other,VitaminE,jul,0.078372
Gummy,Choline,jul,0.399766
Softgels,Choline,jul,0.191136
Tablets,Choline,jul,1.827141
Capsules,Choline,jul,2.575837
Powder,Choline,jul,0.522566
Other,Choline,jul,0.00423251
Gummy,Alpha GPC,jul,0.0
Softgels,Alpha GPC,jul,0.0
Tablets,Alpha GPC,jul,0.0
Capsules,Alpha GPC,jul,2.117283
Powder,Alpha GPC,jul,0.045986
Other,Alpha GPC,jul,0.0
Gummy,Black Seed Oil,jul,0.024565
Softgels,Black Seed Oil,jul,0.670191
Tablets,Black Seed Oil,jul,0.0
Capsules,Black Seed Oil,jul,0.431868
Powder,Black Seed Oil,jul,0.0
Other,Black Seed Oil,jul,0.038137
Gummy,Tribulus,jul,0.0
Softgels,Tribulus,jul,0.0
Tablets,Tribulus,jul,0.024734
Capsules,Tribulus,jul,1.043829
Powder,Tribulus,jul,0.007492
Other,Tribulus,jul,0.025163
Gummy,Probiotic,jul,2.833007
Softgels,Probiotic,jul,0.371017
Tablets,Probiotic,jul,1.752463
Capsules,Probiotic,jul,32.35238
Powder,Probiotic,jul,4.4998934962499995
Other,Probiotic,jul,0.002718
Gummy,Prebiotic,jul,1.187521
Softgels,Prebiotic,jul,0.0
Tablets,Prebiotic,jul,0.774499
Capsules,Prebiotic,jul,6.286738
Powder,Prebiotic,jul,1.398928
Other,Prebiotic,jul,0.002718
Gummy,Fiber,jul,1.633016
Softgels,Fiber,jul,0.081226
Tablets,Fiber,jul,1.363732
Capsules,Fiber,jul,8.29899456
Powder,Fiber,jul,4.66298204
Other,Fiber,jul,0.121833
Gummy,Electrolyte,jul,0.0
Softgels,Electrolyte,jul,0.0
Tablets,Electrolyte,jul,0.349657
Capsules,Electrolyte,jul,0.581962
Powder,Electrolyte,jul,5.0371926828571425
Other,Electrolyte,jul,0.0
Gummy,ALA,jul,0.0
Softgels,ALA,jul,0.165352
Tablets,ALA,jul,0.365986
Capsules,ALA,jul,2.84925434
Powder,ALA,jul,0.144212
Other,ALA,jul,0.036725
Gummy,BCAA,jul,0.0
Softgels,BCAA,jul,0.001418
Tablets,BCAA,jul,0.156741
Capsules,BCAA,jul,1.884615
Powder,BCAA,jul,5.32049
Other,BCAA,jul,0.0
Gummy,GrapeSeed,jul,0.537609
Softgels,GrapeSeed,jul,0.029351
Tablets,GrapeSeed,jul,0.595209
Capsules,GrapeSeed,jul,1.0999766000000002
Powder,GrapeSeed,jul,2.903803
Other,GrapeSeed,jul,0.104992
Gummy,Triphala,jul,0.0
Softgels,Triphala,jul,0.0
Tablets,Triphala,jul,0.105384
Capsules,Triphala,jul,0.5897
Powder,Triphala,jul,0.044957
Other,Triphala,jul,0.0
Gummy,Lecithin,jul,0.050462
Softgels,Lecithin,jul,0.815781
Tablets,Lecithin,jul,0.404773
Capsules,Lecithin,jul,0.184213
Powder,Lecithin,jul,0.172453
Other,Lecithin,jul,0.066982
Gummy,Beta Alanine,jul,0.0
Softgels,Beta Alanine,jul,0.0
Tablets,Beta Alanine,jul,0.0
Capsules,Beta Alanine,jul,0.09826
Powder,Beta Alanine,jul,1.300605
Other,Beta Alanine,jul,0.0
Gummy,Hyaluronic_Acid,jul,0.039299
Softgels,Hyaluronic_Acid,jul,0.022364
Tablets,Hyaluronic_Acid,jul,0.54053158
Capsules,Hyaluronic_Acid,jul,1.74321069375
Powder,Hyaluronic_Acid,jul,0.766396
Other,Hyaluronic_Acid,jul,0.027395
Gummy,Glucosamine|Chondroitine,jul,0.131022
Softgels,Glucosamine|Chondroitine,jul,0.015959
Tablets,Glucosamine|Chondroitine,jul,2.72512544
Capsules,Glucosamine|Chondroitine,jul,3.873868
Powder,Glucosamine|Chondroitine,jul,0.230581
Other,Glucosamine|Chondroitine,jul,0.057360440000000006
Gummy,MSM,jul,0.0
Softgels,MSM,jul,0.0
Tablets,MSM,jul,1.76067344
Capsules,MSM,jul,2.622531
Powder,MSM,jul,0.879628
Other,MSM,jul,0.055691
Gummy,Fish_Oil,jul,3.347805
Softgels,Fish_Oil,jul,12.605369395
Tablets,Fish_Oil,jul,0.0
Capsules,Fish_Oil,jul,1.358083
Powder,Fish_Oil,jul,0.069537
Other,Fish_Oil,jul,0.026297
Gummy,Krill_Oil,jul,0.0
Softgels,Krill_Oil,jul,2.3538825099999996
Tablets,Krill_Oil,jul,0.0
Capsules,Krill_Oil,jul,0.3398158228571429
Powder,Krill_Oil,jul,0.0
Other,Krill_Oil,jul,0.0
Gummy,Flaxseed,jul,0.093511
Softgels,Flaxseed,jul,0.502946
Tablets,Flaxseed,jul,0.0
Capsules,Flaxseed,jul,0.641833
Powder,Flaxseed,jul,0.083373
Other,Flaxseed,jul,0.0
Gummy,Psyllium,jul,0.0
Softgels,Psyllium,jul,0.0
Tablets,Psyllium,jul,0.003497
Capsules,Psyllium,jul,2.416254
Powder,Psyllium,jul,1.97533304
Other,Psyllium,jul,0.076199
Gummy,Chromium,jul,0.003857
Softgels,Chromium,jul,0.040103
Tablets,Chromium,jul,0.6051497571428572
Capsules,Chromium,jul,1.84517622
Powder,Chromium,jul,0.050079
Other,Chromium,jul,0.016723
Gummy,Dandelion,jul,0.0
Softgels,Dandelion,jul,0.008419
Tablets,Dandelion,jul,0.571151
Capsules,Dandelion,jul,2.698189
Powder,Dandelion,jul,0.104827
Other,Dandelion,jul,0.015165
Gummy,Cranberry,jul,0.294849
Softgels,Cranberry,jul,0.286902
Tablets,Cranberry,jul,0.54407
Capsules,Cranberry,jul,3.441237
Powder,Cranberry,jul,0.284871
Other,Cranberry,jul,0.009184
Gummy,Oregano,jul,0.0
Softgels,Oregano,jul,0.519382
Tablets,Oregano,jul,0.0
Capsules,Oregano,jul,0.388515
Powder,Oregano,jul,0.000939
Other,Oregano,jul,0.037031
Gummy,Rhodiola_Rosea,jul,0.0
Softgels,Rhodiola_Rosea,jul,0.0
Tablets,Rhodiola_Rosea,jul,0.536592
Capsules,Rhodiola_Rosea,jul,1.150192
