form,ingr,month,revenue
Powder,Glandular,nov,1.039267
Other,Glandular,nov,0.047381
Gummy,Taurine,nov,0.0
Softgels,Taurine,nov,0.0
Tablets,Taurine,nov,0.038911
Capsules,Taurine,nov,0.1605
Powder,Taurine,nov,0.690647
Other,Taurine,nov,0.009002
Gummy,Betaine,nov,0.0
Softgels,Betaine,nov,0.049378
Tablets,Betaine,nov,0.712315
Capsules,Betaine,nov,0.672483
Powder,Betaine,nov,0.015119866666666665
Other,Betaine,nov,0.0
Gummy,Guarana,nov,0.0
Softgels,Guarana,nov,0.0
Tablets,Guarana,nov,0.0
Capsules,Guarana,nov,0.111348
Powder,Guarana,nov,0.016563
Other,Guarana,nov,0.0
Gummy,Ceramides,nov,0.0
Softgels,Ceramides,nov,0.0
Tablets,Ceramides,nov,0.0
Capsules,Ceramides,nov,0.045614
Powder,Ceramides,nov,0.006707
Other,Ceramides,nov,0.003744
Gummy,Boron,nov,0.0
Softgels,Boron,nov,0.151202
Tablets,Boron,nov,0.661917
Capsules,Boron,nov,0.769215
Powder,Boron,nov,0.233236
Other,Boron,nov,0.0
Gummy,Boswellia,nov,0.0
Softgels,Boswellia,nov,0.211315
Tablets,Boswellia,nov,0.976328
Capsules,Boswellia,nov,1.428477
Powder,Boswellia,nov,0.079865
Other,Boswellia,nov,0.006619
Gummy,Gotu Kola,nov,0.0
Softgels,Gotu Kola,nov,0.0
Tablets,Gotu Kola,nov,0.652019
Capsules,Gotu Kola,nov,0.427433
Powder,Gotu Kola,nov,0.0
Other,Gotu Kola,nov,0.0
Gummy,Hawthorn,nov,0.0
Softgels,Hawthorn,nov,0.0
Tablets,Hawthorn,nov,0.957797
Capsules,Hawthorn,nov,0.482041
Powder,Hawthorn,nov,0.016923
Other,Hawthorn,nov,0.008636
Gummy,Tongkat Ali,nov,0.012769
Softgels,Tongkat Ali,nov,0.0
Tablets,Tongkat Ali,nov,0.0
Capsules,Tongkat Ali,nov,0.298951
Powder,Tongkat Ali,nov,0.245463
Other,Tongkat Ali,nov,0.0
Gummy,Eurycoma longifolia,nov,0.0
Softgels,Eurycoma longifolia,nov,0.0
Tablets,Eurycoma longifolia,nov,0.0
Capsules,Eurycoma longifolia,nov,0.102071
Powder,Eurycoma longifolia,nov,0.0
Other,Eurycoma longifolia,nov,0.0
Gummy,Fadogia agrestis,nov,0.0
Softgels,Fadogia agrestis,nov,0.0
Tablets,Fadogia agrestis,nov,0.0
Capsules,Fadogia agrestis,nov,0.101859
Powder,Fadogia agrestis,nov,0.0
Other,Fadogia agrestis,nov,0.0
Gummy,L-Glutathione,nov,0.0
Softgels,L-Glutathione,nov,0.265807
Tablets,L-Glutathione,nov,0.020253
Capsules,L-Glutathione,nov,0.96595635
Powder,L-Glutathione,nov,0.035929
Other,L-Glutathione,nov,0.008547
Gummy,Coleus forskohlii,nov,0.0
Softgels,Coleus forskohlii,nov,0.0
Tablets,Coleus forskohlii,nov,0.0
Capsules,Coleus forskohlii,nov,0.320334
Powder,Coleus forskohlii,nov,0.106862
Other,Coleus forskohlii,nov,0.0
Gummy,DHEA,nov,0.0
Softgels,DHEA,nov,0.0
Tablets,DHEA,nov,0.115234
Capsules,DHEA,nov,0.277507
Powder,DHEA,nov,0.0
Other,DHEA,nov,0.0
Gummy,Protein,nov,0.0
Softgels,Protein,nov,0.017108
Tablets,Protein,nov,0.0
Capsules,Protein,nov,0.091367
Powder,Protein,nov,3.230063
Other,Protein,nov,0.0
Gummy,Nitric Oxide,nov,0.0
Softgels,Nitric Oxide,nov,0.0
Tablets,Nitric Oxide,nov,0.207337
Capsules,Nitric Oxide,nov,0.35631656
Powder,Nitric Oxide,nov,1.053965
Other,Nitric Oxide,nov,0.024385
Gummy,Olive Leaf,nov,0.0
Softgels,Olive Leaf,nov,0.86173
Tablets,Olive Leaf,nov,0.0
Capsules,Olive Leaf,nov,1.892639
Powder,Olive Leaf,nov,0.110062
Other,Olive Leaf,nov,0.01809
Gummy,Tart Cherry,nov,0.433694
Softgels,Tart Cherry,nov,0.023469
Tablets,Tart Cherry,nov,0.404906
Capsules,Tart Cherry,nov,0.917349
Powder,Tart Cherry,nov,0.004356
Other,Tart Cherry,nov,0.032252
Gummy,Neem,nov,0.0
Softgels,Neem,nov,0.0
Tablets,Neem,nov,0.019326
Capsules,Neem,nov,0.097143
Powder,Neem,nov,0.03677715249999999
Other,Neem,nov,0.0
Gummy,Pycnogenol,nov,0.0
Softgels,Pycnogenol,nov,0.0
Tablets,Pycnogenol,nov,0.00618
Capsules,Pycnogenol,nov,0.408105
Powder,Pycnogenol,nov,0.0
Other,Pycnogenol,nov,0.0
Gummy,Vitamin K,nov,0.318272
Softgels,Vitamin K,nov,0.79951
Tablets,Vitamin K,nov,1.751494
Capsules,Vitamin K,nov,3.920047
Powder,Vitamin K,nov,0.053554
Other,Vitamin K,nov,0.005486
Gummy,Sea_Moss,dec,0.35546132
Softgels,Sea_Moss,dec,0.077646
Tablets,Sea_Moss,dec,0.535481
Capsules,Sea_Moss,dec,1.48096522
Powder,Sea_Moss,dec,0.49561947142857143
Other,Sea_Moss,dec,0.005271
Gummy,ACV,dec,3.5103140600000002
Softgels,ACV,dec,0.0
Tablets,ACV,dec,0.002218
Capsules,ACV,dec,2.835247
Powder,ACV,dec,0.191749
Other,ACV,dec,0.018864
Gummy,Copper,dec,0.004192
Softgels,Copper,dec,0.128239
Tablets,Copper,dec,1.929889
Capsules,Copper,dec,1.380698
Powder,Copper,dec,0.013033
Other,Copper,dec,0.002716
Gummy,Manganese,dec,0.127837
Softgels,Manganese,dec,0.0
Tablets,Manganese,dec,1.658318
Capsules,Manganese,dec,0.975555
Powder,Manganese,dec,0.114165
Other,Manganese,dec,0.017531
Gummy,Potassium,dec,0.459436
Softgels,Potassium,dec,0.18592
Tablets,Potassium,dec,1.35669286
Capsules,Potassium,dec,2.1815615280476193
Powder,Potassium,dec,3.6851610594642863
Other,Potassium,dec,0.025642
Gummy,Melatonin,dec,3.8681139699999996
Softgels,Melatonin,dec,0.063035
Tablets,Melatonin,dec,3.220381715
Capsules,Melatonin,dec,2.386315
Powder,Melatonin,dec,0.062312
Other,Melatonin,dec,0.003719
Gummy,Ashwagandha,dec,1.7982862816666667
Softgels,Ashwagandha,dec,0.04949
Tablets,Ashwagandha,dec,0.326459
Capsules,Ashwagandha,dec,4.027420511833333
Powder,Ashwagandha,dec,1.2464159625
Other,Ashwagandha,dec,0.003302
Gummy,Collagen,dec,0.682836
Softgels,Collagen,dec,0.305249
Tablets,Collagen,dec,1.636626
Capsules,Collagen,dec,5.406850088333333
Powder,Collagen,dec,15.732638686666668
Other,Collagen,dec,0.0070756874999999995
Gummy,Red Weed,dec,0.17091962
Softgels,Red Weed,dec,0.0
Tablets,Red Weed,dec,0.0
Capsules,Red Weed,dec,0.28154219333333336
Powder,Red Weed,dec,0.223469
Other,Red Weed,dec,0.0
Gummy,Greens,dec,0.7402440666666666
Softgels,Greens,dec,1.198246422
Tablets,Greens,dec,2.6060532161904764
Capsules,Greens,dec,5.9816135825
Powder,Greens,dec,8.21564108095238
Other,Greens,dec,0.032603
Gummy,Greens_Broccoli,dec,0.535718
Softgels,Greens_Broccoli,dec,0.0
Tablets,Greens_Broccoli,dec,1.1300823833333333
Capsules,Greens_Broccoli,dec,0.916721
Powder,Greens_Broccoli,dec,0.651819
Other,Greens_Broccoli,dec,0.0
Gummy,Greens_Barley,dec,0.0
Softgels,Greens_Barley,dec,0.0
Tablets,Greens_Barley,dec,0.528798
Capsules,Greens_Barley,dec,0.20342561
Powder,Greens_Barley,dec,0.6882927642857144
Other,Greens_Barley,dec,0.00412
Gummy,Greens_Collard,dec,0.0
Softgels,Greens_Collard,dec,0.0
Tablets,Greens_Collard,dec,0.0
Capsules,Greens_Collard,dec,0.0
Powder,Greens_Collard,dec,0.0
Other,Greens_Collard,dec,0.0
Gummy,Greens_Chlorella,dec,0.0
Softgels,Greens_Chlorella,dec,0.078952
Tablets,Greens_Chlorella,dec,1.0622747095238096
Capsules,Greens_Chlorella,dec,0.7203971566666666
Powder,Greens_Chlorella,dec,2.299858190952381
Other,Greens_Chlorella,dec,0.0
Gummy,Greens_Spirulina,dec,0.0
Softgels,Greens_Spirulina,dec,0.0
Tablets,Greens_Spirulina,dec,1.0781404602380953
Capsules,Greens_Spirulina,dec,1.0002449500000001
Powder,Greens_Spirulina,dec,3.996264605714286
Other,Greens_Spirulina,dec,0.002726
Gummy,Greens_Spinach,dec,0.482638
Softgels,Greens_Spinach,dec,0.153621
Tablets,Greens_Spinach,dec,0.787147
Capsules,Greens_Spinach,dec,1.2468108625
Powder,Greens_Spinach,dec,0.487386
Other,Greens_Spinach,dec,0.0
Gummy,Greens_Kale,dec,0.394778
Softgels,Greens_Kale,dec,0.0
Tablets,Greens_Kale,dec,0.5094353833333333
Capsules,Greens_Kale,dec,1.3181566125
Powder,Greens_Kale,dec,0.629269
Other,Greens_Kale,dec,0.008102
Gummy,Greens_Wheatgrass,dec,0.0
Softgels,Greens_Wheatgrass,dec,0.0
Tablets,Greens_Wheatgrass,dec,0.280608
Capsules,Greens_Wheatgrass,dec,0.071962
Powder,Greens_Wheatgrass,dec,2.0043771
Other,Greens_Wheatgrass,dec,0.0
Gummy,Greens_alfa,dec,0.0
Softgels,Greens_alfa,dec,0.0
Tablets,Greens_alfa,dec,0.72876335
Capsules,Greens_alfa,dec,0.728443
Powder,Greens_alfa,dec,0.15254245000000002
Other,Greens_alfa,dec,0.0
Gummy,Greens_Chlorophyll,dec,0.0
Softgels,Greens_Chlorophyll,dec,0.0
Tablets,Greens_Chlorophyll,dec,0.0
Capsules,Greens_Chlorophyll,dec,0.0
Powder,Greens_Chlorophyll,dec,0.0
Other,Greens_Chlorophyll,dec,0.0
Gummy,Artichoke,dec,0.0
Softgels,Artichoke,dec,0.008203
Tablets,Artichoke,dec,0.194603
Capsules,Artichoke,dec,2.1121669114285715
Powder,Artichoke,dec,0.14014225714285714
Other,Artichoke,dec,0.004262
Gummy,Brown Weed,dec,0.167138
Softgels,Brown Weed,dec,0.078952
Tablets,Brown Weed,dec,1.08197820625
Capsules,Brown Weed,dec,0.85169024
Powder,Brown Weed,dec,0.234902
Other,Brown Weed,dec,0.003302
Gummy,Omega3,dec,5.433790748392858
Softgels,Omega3,dec,15.770378041999999
Tablets,Omega3,dec,0.614268
Capsules,Omega3,dec,6.551135989047618
Powder,Omega3,dec,0.35564849583333336
Other,Omega3,dec,0.11886212
Gummy,Hemp,dec,1.37079950125
Softgels,Hemp,dec,0.026551
Tablets,Hemp,dec,0.012899
Capsules,Hemp,dec,0.115011
Powder,Hemp,dec,0.050694
Other,Hemp,dec,0.0
Gummy,Resveratrol,dec,0.0
Softgels,Resveratrol,dec,0.033384
Tablets,Resveratrol,dec,0.694321
Capsules,Resveratrol,dec,2.4439610314642857
Powder,Resveratrol,dec,0.30872002857142855
Other,Resveratrol,dec,0.019311
Gummy,Black_cohosh,dec,0.298527
Softgels,Black_cohosh,dec,0.0
Tablets,Black_cohosh,dec,0.003742
Capsules,Black_cohosh,dec,0.31302547999999997
Powder,Black_cohosh,dec,0.0
Other,Black_cohosh,dec,0.003428
Gummy,Mushrooms,dec,0.01717
Softgels,Mushrooms,dec,0.0
Tablets,Mushrooms,dec,0.870312
Capsules,Mushrooms,dec,3.87033331
Powder,Mushrooms,dec,1.6628061397619047
Other,Mushrooms,dec,0.037388
Gummy,Superfruits,dec,5.370680770000001
Softgels,Superfruits,dec,0.0
Tablets,Superfruits,dec,0.155841
Capsules,Superfruits,dec,2.9997574900000004
Powder,Superfruits,dec,1.419741
Other,Superfruits,dec,0.013352
Gummy,B9,dec,4.36559444
Softgels,B9,dec,1.0028846
Tablets,B9,dec,4.333274298333333
Capsules,B9,dec,11.067873616607143
Powder,B9,dec,0.2385885625
Other,B9,dec,0.036215
Gummy,B7,dec,4.6916807050000005
Softgels,B7,dec,2.05786023
Tablets,B7,dec,2.4691684699999996
Capsules,B7,dec,6.59051629
Powder,B7,dec,0.598279
Other,B7,dec,0.038164
Gummy,B12,dec,10.210829525714285
Softgels,B12,dec,0.9228548000000001
Tablets,B12,dec,6.112899945000001
Capsules,B12,dec,10.99571680742857
Powder,B12,dec,0.54950164
Other,B12,dec,0.04703989
Gummy,B5,dec,0.560906
Softgels,B5,dec,0.437758
Tablets,B5,dec,1.755071445
Capsules,B5,dec,3.0646780562499996
Powder,B5,dec,0.130066
Other,B5,dec,0.0
Gummy,B6,dec,5.067716
Softgels,B6,dec,0.245816
Tablets,B6,dec,2.445044701
Capsules,B6,dec,8.43455903642857
Powder,B6,dec,0.3368552025
Other,B6,dec,0.017531
Gummy,B3,dec,0.2577
Softgels,B3,dec,0.14591572
Tablets,B3,dec,2.3739644450000004
Capsules,B3,dec,6.005240753928571
Powder,B3,dec,0.808803
Other,B3,dec,0.048214
Gummy,B2,dec,0.141247
Softgels,B2,dec,0.156409
Tablets,B2,dec,2.372148445
Capsules,B2,dec,3.6603694114285714
Powder,B2,dec,0.0
Other,B2,dec,0.028682
Gummy,B8,dec,0.418732
Softgels,B8,dec,0.0
Tablets,B8,dec,1.344542
Capsules,B8,dec,2.33780775
Powder,B8,dec,0.7627933723214285
Other,B8,dec,0.001359
Gummy,Phosphatidylserine,dec,0.615685
Softgels,Phosphatidylserine,dec,1.675528672857143
Tablets,Phosphatidylserine,dec,0.0
Capsules,Phosphatidylserine,dec,3.724416
Powder,Phosphatidylserine,dec,0.017196
Other,Phosphatidylserine,dec,0.018322
Gummy,Gaba,dec,0.165222
Softgels,Gaba,dec,0.024015
Tablets,Gaba,dec,0.134084
Capsules,Gaba,dec,1.47380307
Powder,Gaba,dec,0.0
Other,Gaba,dec,0.001359
Gummy,Black Pepper,dec,0.217208
Softgels,Black Pepper,dec,0.534502
Tablets,Black Pepper,dec,0.38424421375
Capsules,Black Pepper,dec,7.273910119
Powder,Black Pepper,dec,0.91783464
Other,Black Pepper,dec,0.006799
Gummy,Fenugreek,dec,0.02618127
Softgels,Fenugreek,dec,0.0
Tablets,Fenugreek,dec,0.0
Capsules,Fenugreek,dec,0.27042824
Powder,Fenugreek,dec,0.13491
Other,Fenugreek,dec,0.0
Gummy,Cinnamon,dec,0.15903
Softgels,Cinnamon,dec,0.272382
Tablets,Cinnamon,dec,0.30141258000000004
Capsules,Cinnamon,dec,1.5661971382857143
Powder,Cinnamon,dec,0.32188435
Other,Cinnamon,dec,0.024947900000000002
Gummy,Garlic,dec,0.396937
Softgels,Garlic,dec,0.40060785866666665
Tablets,Garlic,dec,0.596848
Capsules,Garlic,dec,2.4749043141666665
Powder,Garlic,dec,0.0
Other,Garlic,dec,0.030677
Gummy,Turmeric|Curcumin,dec,0.86469
Softgels,Turmeric|Curcumin,dec,1.0995538
Tablets,Turmeric|Curcumin,dec,1.4243392137500002
Capsules,Turmeric|Curcumin,dec,10.296568299666665
Powder,Turmeric|Curcumin,dec,1.13292689
Other,Turmeric|Curcumin,dec,0.0134
Gummy,Elderberry,dec,5.29579777
Softgels,Elderberry,dec,0.0
Tablets,Elderberry,dec,0.149684
Capsules,Elderberry,dec,2.4764118799999997
Powder,Elderberry,dec,0.940305
Other,Elderberry,dec,0.00548
Gummy,Echinacea,dec,0.605655
Softgels,Echinacea,dec,0.03305
Tablets,Echinacea,dec,0.874061
Capsules,Echinacea,dec,1.314041
Powder,Echinacea,dec,0.175556
Other,Echinacea,dec,0.007187
Gummy,Milk_Thistle,dec,0.02618127
Softgels,Milk_Thistle,dec,0.15351
Tablets,Milk_Thistle,dec,0.047853
Capsules,Milk_Thistle,dec,4.563098350000001
Powder,Milk_Thistle,dec,0.4632866666666666
Other,Milk_Thistle,dec,0.023879349999999997
Gummy,Omega6,dec,0.073386
Softgels,Omega6,dec,1.2297871400000002
Tablets,Omega6,dec,0.159545
Capsules,Omega6,dec,4.414365117142857
Powder,Omega6,dec,0.8327793028571429
Other,Omega6,dec,0.13621742666666667
Gummy,Magnesium,dec,1.4513436541666669
Softgels,Magnesium,dec,0.480799
Tablets,Magnesium,dec,8.10208894
Capsules,Magnesium,dec,20.693664993333332
Powder,Magnesium,dec,3.139320261964286
Other,Magnesium,dec,0.03720263333333333
Gummy,Zinc,dec,12.300919564166668
Softgels,Zinc,dec,1.410300417142857
Tablets,Zinc,dec,6.8121664399999995
Capsules,Zinc,dec,14.350687626666668
Powder,Zinc,dec,0.95378509
Other,Zinc,dec,0.0364667
Gummy,Selenium,dec,0.490205
Softgels,Selenium,dec,0.08509441714285715
Tablets,Selenium,dec,2.752352
Capsules,Selenium,dec,2.214549105416667
Powder,Selenium,dec,0.009918
Other,Selenium,dec,0.017545
Gummy,L-Theanine,dec,0.941458
Softgels,L-Theanine,dec,0.09922223999999999
Tablets,L-Theanine,dec,0.294294
Capsules,L-Theanine,dec,3.8348009899999997
Powder,L-Theanine,dec,0.12179304285714286
Other,L-Theanine,dec,0.003039
Gummy,COQ10,dec,0.770641
Softgels,COQ10,dec,4.6191119050000005
Tablets,COQ10,dec,0.92021
Capsules,COQ10,dec,2.946185907142857
Powder,COQ10,dec,0.0
Other,COQ10,dec,0.02620689
Gummy,BHB_rasp_ketones,dec,0.0
Softgels,BHB_rasp_ketones,dec,0.0947003
Tablets,BHB_rasp_ketones,dec,0.05633
Capsules,BHB_rasp_ketones,dec,2.7812567599999998
Powder,BHB_rasp_ketones,dec,1.03399279
Other,BHB_rasp_ketones,dec,0.053075
Gummy,MCT,dec,0.017231
Softgels,MCT,dec,0.45840634999999996
Tablets,MCT,dec,0.0
Capsules,MCT,dec,0.5460942099999999
Powder,MCT,dec,1.6393041000000002
Other,MCT,dec,0.0
Gummy,Green_coffee,dec,0.0
Softgels,Green_coffee,dec,0.0
Tablets,Green_coffee,dec,0.156252
Capsules,Green_coffee,dec,1.0198251925
Powder,Green_coffee,dec,0.70863979
Other,Green_coffee,dec,0.0
Gummy,Green_tea,dec,0.014618
Softgels,Green_tea,dec,0.064734
Tablets,Green_tea,dec,0.164813
Capsules,Green_tea,dec,4.018674380714286
Powder,Green_tea,dec,1.17010979
Other,Green_tea,dec,0.020368
Gummy,Garcinia_cambogia,dec,0.0
Softgels,Garcinia_cambogia,dec,0.0
Tablets,Garcinia_cambogia,dec,0.024666
Capsules,Garcinia_cambogia,dec,0.406455
Powder,Garcinia_cambogia,dec,0.13318179
Other,Garcinia_cambogia,dec,0.00559
Gummy,L-Carnitine,dec,0.0
Softgels,L-Carnitine,dec,0.06880892
Tablets,L-Carnitine,dec,0.058746
Capsules,L-Carnitine,dec,1.561454653809524
Powder,L-Carnitine,dec,1.4413320333333333
Other,L-Carnitine,dec,0.010577
Gummy,Kava,dec,0.0
Softgels,Kava,dec,0.0
Tablets,Kava,dec,0.0
Capsules,Kava,dec,0.13347707
Powder,Kava,dec,0.16886595250000003
Other,Kava,dec,0.0342256
Gummy,Lutein,dec,0.081208
Softgels,Lutein,dec,3.08124693
Tablets,Lutein,dec,1.136458
Capsules,Lutein,dec,1.9261400457142857
Powder,Lutein,dec,0.013033
Other,Lutein,dec,0.017531
Gummy,Saw_Palmetto,dec,0.050749
Softgels,Saw_Palmetto,dec,0.410526
Tablets,Saw_Palmetto,dec,0.782488
Capsules,Saw_Palmetto,dec,2.688291
Powder,Saw_Palmetto,dec,0.0928827
Other,Saw_Palmetto,dec,0.027694
Gummy,Berberine,dec,0.0
Softgels,Berberine,dec,0.0
Tablets,Berberine,dec,0.07148858
Capsules,Berberine,dec,1.188525597714286
Powder,Berberine,dec,0.004262
Other,Berberine,dec,0.0
Gummy,Ginkgo_Biloba,dec,0.002739
Softgels,Ginkgo_Biloba,dec,0.029471
Tablets,Ginkgo_Biloba,dec,0.580347
Capsules,Ginkgo_Biloba,dec,2.088089132142857
Powder,Ginkgo_Biloba,dec,0.4239724
Other,Ginkgo_Biloba,dec,0.023483
Gummy,Enzymes,dec,0.064841
Softgels,Enzymes,dec,0.13722633333333334
Tablets,Enzymes,dec,2.0500652799999997
Capsules,Enzymes,dec,12.103119876285716
Powder,Enzymes,dec,2.94659695
Other,Enzymes,dec,0.019125
Gummy,L-arginine,dec,0.0
Softgels,L-arginine,dec,0.0
Tablets,L-arginine,dec,0.61738617
Capsules,L-arginine,dec,0.9596458699999999
Powder,L-arginine,dec,1.39160681
Other,L-arginine,dec,0.027736
Gummy,L-Glutamine,dec,0.0
Softgels,L-Glutamine,dec,0.0
Tablets,L-Glutamine,dec,0.293529
Capsules,L-Glutamine,dec,0.6972291899999999
Powder,L-Glutamine,dec,1.144455069761905
Other,L-Glutamine,dec,0.019983
Gummy,L-Lysine,dec,0.122878
Softgels,L-Lysine,dec,0.0
Tablets,L-Lysine,dec,0.8875855
Capsules,L-Lysine,dec,0.68352652
Powder,L-Lysine,dec,0.127553
Other,L-Lysine,dec,0.024241699999999998
Gummy,Creatine,dec,0.005626
Softgels,Creatine,dec,0.0
Tablets,Creatine,dec,1.205258
Capsules,Creatine,dec,0.7882452505714286
Powder,Creatine,dec,4.277161420309524
Other,Creatine,dec,0.07334792999999999
Gummy,Cayenne,dec,0.0
Softgels,Cayenne,dec,0.0
Tablets,Cayenne,dec,0.002218
Capsules,Cayenne,dec,1.0647418566666664
Powder,Cayenne,dec,0.451555
Other,Cayenne,dec,0.013587633333333333
Gummy,Citrulline,dec,0.0
Softgels,Citrulline,dec,0.0
Tablets,Citrulline,dec,0.140321
Capsules,Citrulline,dec,0.26533929
Powder,Citrulline,dec,1.71949544
Other,Citrulline,dec,0.0
Gummy,VitaminD,dec,12.064190300833333
Softgels,VitaminD,dec,5.3018723875000004
Tablets,VitaminD,dec,6.8693403
Capsules,VitaminD,dec,18.041811932916666
Powder,VitaminD,dec,0.8084129200000001
Other,VitaminD,dec,0.07774512
Gummy,Iron,dec,0.4045785657142857
Softgels,Iron,dec,0.575661
Tablets,Iron,dec,3.8694861499999997
Capsules,Iron,dec,9.256855848630954
Powder,Iron,dec,0.003165
Other,Iron,dec,0.029185
Gummy,Iodine,dec,0.444383
Softgels,Iodine,dec,0.244655
Tablets,Iodine,dec,1.31953920625
Capsules,Iodine,dec,1.8046916401666668
Powder,Iodine,dec,0.009027
Other,Iodine,dec,0.116927
Gummy,StJohns_Wort,dec,0.0
Softgels,StJohns_Wort,dec,0.0
Tablets,StJohns_Wort,dec,0.00151
Capsules,StJohns_Wort,dec,0.45373985
Powder,StJohns_Wort,dec,0.0
Other,StJohns_Wort,dec,0.001103
Gummy,Calcium,dec,2.7728926541666667
Softgels,Calcium,dec,0.97649
Tablets,Calcium,dec,5.39248745
Capsules,Calcium,dec,8.94079971
Powder,Calcium,dec,2.713228525714286
Other,Calcium,dec,0.03254
Gummy,Caffeine,dec,0.02333
Softgels,Caffeine,dec,0.017356
Tablets,Caffeine,dec,0.818281
Capsules,Caffeine,dec,2.80571391
Powder,Caffeine,dec,2.0491131853333333
Other,Caffeine,dec,0.008617
Gummy,Horny Goat,dec,0.0149247
Softgels,Horny Goat,dec,0.0
Tablets,Horny Goat,dec,0.0
Capsules,Horny Goat,dec,0.9896600266666666
Powder,Horny Goat,dec,0.044290471428571426
Other,Horny Goat,dec,0.0
Gummy,Charcoal,dec,0.0
Softgels,Charcoal,dec,0.0
Tablets,Charcoal,dec,0.005227
Capsules,Charcoal,dec,0.7074474566666666
Powder,Charcoal,dec,0.03736468392857143
Other,Charcoal,dec,0.0
Gummy,5HTP,dec,0.187543
Softgels,5HTP,dec,0.020146858750000003
Tablets,5HTP,dec,0.15823
Capsules,5HTP,dec,1.881353
Powder,5HTP,dec,0.0
Other,5HTP,dec,0.0
Gummy,Valerian,dec,0.574566
Softgels,Valerian,dec,0.0
Tablets,Valerian,dec,0.080327
Capsules,Valerian,dec,1.79719071
Powder,Valerian,dec,0.065341
Other,Valerian,dec,0.018182
Gummy,Lavender,dec,0.371082
Softgels,Lavender,dec,0.11555
Tablets,Lavender,dec,0.045422
Capsules,Lavender,dec,0.099227
Powder,Lavender,dec,0.222615
Other,Lavender,dec,0.001103
Gummy,Ginger,dec,0.808079
Softgels,Ginger,dec,0.072469
Tablets,Ginger,dec,1.624307
Capsules,Ginger,dec,5.9424776055
Powder,Ginger,dec,1.00693549
Other,Ginger,dec,0.016232
Gummy,Ginseng,dec,0.0275787
Softgels,Ginseng,dec,0.040261
Tablets,Ginseng,dec,0.651693
Capsules,Ginseng,dec,3.234088841
Powder,Ginseng,dec,0.7332262142857143
Other,Ginseng,dec,0.0255795
Gummy,Chamomile,dec,0.541568
Softgels,Chamomile,dec,0.024015
Tablets,Chamomile,dec,0.111805
Capsules,Chamomile,dec,1.2866738508333333
Powder,Chamomile,dec,0.058826
Other,Chamomile,dec,0.001103
Gummy,Quercetin,dec,0.27883895000000003
Softgels,Quercetin,dec,0.006008
Tablets,Quercetin,dec,0.18439825
Capsules,Quercetin,dec,7.985012721071428
Powder,Quercetin,dec,0.34657543
Other,Quercetin,dec,0.012675
Gummy,Bromelain,dec,0.170193
Softgels,Bromelain,dec,0.0
Tablets,Bromelain,dec,0.775935
Capsules,Bromelain,dec,3.685951508214286
Powder,Bromelain,dec,0.05853
Other,Bromelain,dec,0.00647
Gummy,VitaminC,dec,15.156121275714286
Softgels,VitaminC,dec,3.196719873392857
Tablets,VitaminC,dec,8.424039383333334
Capsules,VitaminC,dec,23.22598369221429
Powder,VitaminC,dec,5.799217189999999
Other,VitaminC,dec,0.08772389
Gummy,VitaminA,dec,3.2000398
Softgels,VitaminA,dec,0.8720306441071429
Tablets,VitaminA,dec,2.050231
Capsules,VitaminA,dec,3.118594025416667
Powder,VitaminA,dec,0.223763
Other,VitaminA,dec,0.024288599999999997
Gummy,B1,dec,0.053387
Softgels,B1,dec,0.224399
Tablets,B1,dec,1.1187641575
Capsules,B1,dec,2.9039864814285714
Powder,B1,dec,0.020289
Other,B1,dec,0.023061
Gummy,VitaminE,dec,3.6287430700000005
Softgels,VitaminE,dec,5.7239231338095236
Tablets,VitaminE,dec,4.302133617142857
Capsules,VitaminE,dec,5.082624836130952
Powder,VitaminE,dec,0.28178802857142854
Other,VitaminE,dec,0.080093
Gummy,Choline,dec,0.478448
Softgels,Choline,dec,0.36624271999999997
Tablets,Choline,dec,1.8149492600000001
Capsules,Choline,dec,3.8139595337500003
Powder,Choline,dec,0.8203520142857144
Other,Choline,dec,0.002926
Gummy,Alpha GPC,dec,0.0
Softgels,Alpha GPC,dec,0.00215892
Tablets,Alpha GPC,dec,0.0
Capsules,Alpha GPC,dec,2.171782
Powder,Alpha GPC,dec,0.33978504285714284
Other,Alpha GPC,dec,0.018322
Gummy,Black Seed Oil,dec,0.0858947625
Softgels,Black Seed Oil,dec,1.1649001066666669
Tablets,Black Seed Oil,dec,0.0
Capsules,Black Seed Oil,dec,0.5225396185714286
Powder,Black Seed Oil,dec,0.0
Other,Black Seed Oil,dec,0.11678028571428571
Gummy,Tribulus,dec,0.0
Softgels,Tribulus,dec,0.0
Tablets,Tribulus,dec,0.034928
Capsules,Tribulus,dec,0.9269063966666666
Powder,Tribulus,dec,0.0153
Other,Tribulus,dec,0.0
Gummy,Probiotic,dec,3.00447763
Softgels,Probiotic,dec,0.839467
Tablets,Probiotic,dec,1.719841
Capsules,Probiotic,dec,30.975324706571428
Powder,Probiotic,dec,6.13404328
Other,Probiotic,dec,0.012011
Gummy,Prebiotic,dec,1.6660540033333333
Softgels,Prebiotic,dec,0.197764
Tablets,Prebiotic,dec,0.60822301
Capsules,Prebiotic,dec,7.24524624
Powder,Prebiotic,dec,1.3359258221428572
Other,Prebiotic,dec,0.00928
Gummy,Fiber,dec,2.6618887233333335
Softgels,Fiber,dec,0.078877
Tablets,Fiber,dec,0.86787351
Capsules,Fiber,dec,8.7256468375
Powder,Fiber,dec,4.809234536666667
